major,gender,attendance,homework_completion,lib_borrow,club_participation,class_interaction,exam_score,gpa
经济与工商管理学院,0,22,0.7764166089026108,8,0,19,75,2.903784849060583
物理与天文学院,1,28,0.6961283821170421,3,0,5,67,1.8610119951525064
哲学学院,0,20,0.7722783747381068,8,0,3,62,1.4554577520124763
物理与天文学院,0,26,0.9491090902213682,6,1,3,62,2.0048429674385404
马克思主义学院,0,21,0.9347064441019817,6,0,2,69,1.8582821944647403
社会学院,0,26,0.9765524999908117,1,1,9,71,2.652960137722464
社会学院,0,20,0.7231172826500992,1,1,5,74,1.6598209540020017
物理与天文学院,0,29,0.7548416633475492,4,1,17,86,3.0917622036578285
政府管理学院,1,29,0.6074904610639453,9,0,12,70,2.003935469680155
环境学院,1,27,0.9771799978880032,0,1,10,65,2.4493225402659555
新闻传播学院,1,29,0.7317560367269076,6,1,3,71,1.8102536702482206
马克思主义学院,0,29,0.7616655286131973,6,0,7,77,2.279064152913329
环境学院,0,21,0.9631218445789578,7,1,2,84,2.2214037062315484
政府管理学院,0,22,0.8106393720667253,6,1,11,93,2.7933563403995536
经济与工商管理学院,1,27,0.8264698167021912,7,0,12,85,3.167634871219075
马克思主义学院,1,22,0.6704931352603667,2,0,10,83,2.2562152302483014
历史学院,1,20,0.7994640083274618,2,1,8,75,1.9233811694568896
统计学院,0,28,0.9672834403635097,7,1,3,95,3.5489358643874525
数学科学学院,0,27,0.8234872352431704,8,0,10,95,2.8650431907200677
艺术与传媒学院,0,23,0.7020465458559032,9,1,7,80,2.2683005112646697
政府管理学院,1,27,0.6124723456539051,3,1,17,89,2.519907274169214
生命科学学院,0,24,0.7345207093816272,7,1,2,79,1.7988849836627043
社会学院,0,22,0.8290363656257832,0,1,3,78,2.036011193251205
地理科学学部,0,20,0.6170453153483321,1,0,16,70,1.774004265630936
外国语言文学学院,0,29,0.8439170309164625,9,1,15,73,2.5973020162934914
教育学部,1,24,0.8093655308472452,9,1,6,95,2.672493760783901
法学院,1,30,0.9133741876666284,9,0,1,75,2.391836316951653
新闻传播学院,0,25,0.6115552689087848,8,1,4,62,1.0
体育与运动学院,0,23,0.912338937927495,1,1,0,81,2.0726481121238827
哲学学院,1,26,0.8083508183032427,1,1,12,64,2.1897823215029257
统计学院,1,22,0.7482117331118846,7,1,11,61,1.374689529815735
物理与天文学院,0,26,0.9861531905435297,4,0,18,71,3.462495058216421
教育学部,1,20,0.6640478188944212,4,0,7,61,1.0
政府管理学院,1,26,0.8165300476364425,5,1,7,96,3.1653350266257827
地理科学学部,0,20,0.7283925894369914,7,0,11,78,1.9088893339108737
人工智能学院,1,30,0.8109945515181343,7,0,3,83,2.814337243125691
体育与运动学院,1,20,0.8209101810321648,8,0,6,64,1.6546173487642304
统计学院,1,21,0.6357792993699383,9,1,15,85,2.5529205948911593
化学学院,1,21,0.8644540587673399,2,1,17,87,3.115061373518597
化学学院,0,23,0.8537925983676047,8,0,5,94,2.641370184592877
马克思主义学院,1,20,0.9077869098537856,2,0,17,78,2.7951516827770746
文学院,1,23,0.6362633974636683,0,0,3,90,2.009088205126993
心理学部,0,21,0.7189034187614751,4,0,8,78,1.5946789519819933
艺术与传媒学院,1,23,0.8600442398912405,6,0,12,78,2.5597875804018417
新闻传播学院,0,23,0.6546923303662434,2,0,18,79,2.255798531360121
物理与天文学院,0,28,0.8710392843153769,8,0,11,76,2.835650998748254
社会学院,1,28,0.6236106843281691,0,1,15,71,2.1779230287690226
法学院,1,20,0.7339726211838511,5,1,4,94,2.524130003419878
社会学院,1,24,0.9386844489330076,5,1,1,85,2.569318011963924
外国语言文学学院,1,26,0.9097165161524641,7,1,2,67,2.2520364749531367
文学院,1,23,0.8579042860908351,2,0,12,99,2.989838925381111
文学院,0,31,0.9481833666500404,4,1,6,84,3.198306591494548
历史学院,1,24,0.8837078176688802,9,0,12,84,2.6320218108929403
化学学院,0,21,0.8077500420843212,4,1,15,81,2.534345250298589
环境学院,1,22,0.9918870001543146,7,1,13,72,2.897636442732231
新闻传播学院,0,26,0.8779424319157279,6,0,17,74,3.0532565142421153
社会学院,1,29,0.8405468707252013,2,0,12,82,2.9517139696829213
化学学院,1,26,0.7635482243814259,6,1,13,87,3.2702544777420726
新闻传播学院,1,23,0.9609649994316202,9,1,8,72,2.6056968733488803
心理学部,1,31,0.7182836382419971,7,1,7,91,2.6293986705134116
统计学院,1,20,0.6036878376843611,4,1,4,70,1.0
心理学部,0,20,0.678696208972944,4,1,6,73,1.3168981378731552
地理科学学部,1,23,0.6438069967769436,0,0,15,94,2.435406501766309
教育学部,1,23,0.7275975096692289,7,0,9,94,2.7620742787086536
心理学部,1,25,0.930351470983382,5,0,2,99,3.0261797375638406
文学院,0,26,0.8606118741460029,5,0,16,82,2.892743565058105
体育与运动学院,1,28,0.667592235693485,4,0,9,99,2.832990405254671
历史学院,0,28,0.9155286884369354,4,0,10,72,2.5527855841786544
历史学院,1,29,0.801687946439761,2,1,19,65,2.3996348455800676
马克思主义学院,0,31,0.8050858496473188,2,0,9,88,2.9840750886342335
艺术与传媒学院,1,31,0.7448448723923493,1,1,17,74,2.91716607478935
艺术与传媒学院,1,24,0.9458465459288093,8,1,0,64,1.740441914263883
人工智能学院,0,29,0.727330921542317,7,1,3,92,2.7464744493590434
地理科学学部,1,30,0.6376559042678754,2,1,2,99,3.028664325197335
社会学院,0,22,0.721091597588778,4,1,19,61,1.9763154414007815
社会学院,1,22,0.8861414185071543,9,1,5,92,3.1550016602385527
马克思主义学院,1,25,0.8630327547213315,4,1,5,84,2.488640212836481
体育与运动学院,0,20,0.6752068614214312,7,1,16,86,2.8113954976300493
环境学院,1,26,0.6447137196419768,5,0,18,84,2.5566254416191856
政府管理学院,0,22,0.8643463033606985,6,0,16,64,2.376764745555169
文学院,0,24,0.8705507342619649,4,1,16,99,3.8723897159644105
马克思主义学院,1,26,0.7464598548842283,0,1,16,63,2.303148353667008
艺术与传媒学院,1,26,0.9371205534116319,7,0,2,73,2.32650004634066
经济与工商管理学院,1,28,0.9912820815199668,3,1,13,76,3.073782693339513
物理与天文学院,0,20,0.6822580893797582,4,0,1,86,1.4286432588049576
生命科学学院,0,22,0.8308274862824113,0,1,3,95,2.5249344571063754
经济与工商管理学院,1,28,0.6021385316015756,2,1,17,93,3.1147609581191973
地理科学学部,0,27,0.8852217584105149,1,1,1,69,2.0332297936324233
新闻传播学院,0,21,0.7657128454253271,1,1,11,81,2.234958613155351
地理科学学部,0,27,0.677307690761266,0,1,14,81,2.5119618585426466
体育与运动学院,0,27,0.9008887687057505,5,0,12,87,3.552992359252187
经济与工商管理学院,1,21,0.9242595190224323,7,1,10,79,2.8274529831296684
艺术与传媒学院,1,27,0.6444666004703749,2,1,6,61,1.2289287844541859
外国语言文学学院,1,22,0.6163983047352136,0,0,8,82,1.7220233401398781
政府管理学院,0,26,0.7336313766676469,9,1,14,93,3.377773871296974
体育与运动学院,0,28,0.8503961863044143,1,0,2,75,2.1974393142437707
法学院,0,23,0.9173678108754533,2,0,9,87,3.2714159620700642
法学院,0,30,0.8184249986521831,5,0,7,73,2.724770196957852
教育学部,1,25,0.8322995105227923,2,1,5,60,1.353308186046072
人工智能学院,0,28,0.9199432887011565,8,0,13,74,2.845361261491687
化学学院,0,30,0.8115373496875038,0,1,5,74,2.4700695564618225
文学院,1,30,0.8444617960905202,6,1,18,84,3.3413710733392357
体育与运动学院,1,24,0.8064869359906237,9,1,8,64,1.9854936180982174
环境学院,1,31,0.9521832933470816,7,0,8,67,2.9919215667284806
历史学院,0,20,0.6942066474340356,8,0,19,81,2.6325068191186065
教育学部,0,22,0.7055974338162038,7,1,15,98,3.344148400328349
文学院,0,30,0.6511845846407303,4,1,12,97,3.1788127205477927
环境学院,0,28,0.9277867005977687,0,0,12,98,3.578839656721299
体育与运动学院,0,22,0.7647109162249429,0,1,11,73,1.5921028800006407
环境学院,0,30,0.7391575763524976,7,0,19,78,3.0928655053464897
环境学院,1,30,0.9925394868348625,6,1,1,85,2.947914071263435
新闻传播学院,0,29,0.9707213465759141,4,0,3,97,3.651932503220138
政府管理学院,1,21,0.9887950728499045,9,0,6,92,2.638482113718943
地理科学学部,1,23,0.6569195987034772,2,0,18,71,1.9253812631061598
心理学部,1,24,0.9565007252592665,8,0,2,88,3.1125425386187393
法学院,0,26,0.7314838397549805,3,1,10,71,2.434508594428648
经济与工商管理学院,0,26,0.6050627080847449,5,0,18,88,2.9967777439826766
地理科学学部,1,28,0.7565193343932275,3,1,13,79,2.785734489901213
社会学院,0,27,0.8036785412552239,8,0,16,93,3.142949456622252
数学科学学院,0,21,0.6432881694269621,3,0,4,89,1.6769028494950695
环境学院,1,31,0.8150710467497025,7,1,13,88,3.587025255136549
心理学部,0,27,0.9277854336706925,2,0,6,98,3.0450864923926964
教育学部,0,27,0.7510603803356776,7,1,11,99,3.3013051911439732
物理与天文学院,0,24,0.7410579226137208,2,1,16,61,1.8049457827426025
社会学院,0,22,0.735524168092271,4,0,19,85,2.885257247762801
历史学院,1,28,0.9692377783534768,0,1,17,60,2.724761652648351
经济与工商管理学院,1,31,0.6195032395160797,5,1,0,87,1.6575817257288428
生命科学学院,0,26,0.7780304567971821,1,0,10,67,1.9586264877075994
统计学院,0,20,0.7058397816598867,2,1,3,90,1.8660533408057929
数学科学学院,0,27,0.9575228101549977,0,1,11,98,3.728608150964262
马克思主义学院,1,29,0.6384209054335216,5,0,4,78,1.5737741789763025
体育与运动学院,0,24,0.7645771066721643,4,1,14,72,2.4961855339575654
物理与天文学院,0,25,0.7627264608124342,9,0,19,75,2.6565646775303278
环境学院,1,28,0.955357767018809,1,1,2,82,2.572576596474352
环境学院,0,29,0.6861973780163878,7,0,14,70,2.639213558075224
新闻传播学院,1,27,0.8579581641206444,8,1,7,83,2.826183468753804
文学院,0,30,0.6537624507551156,2,1,10,69,2.142563809720443
经济与工商管理学院,1,22,0.9815902856322171,5,0,11,64,2.2646589589535946
统计学院,0,24,0.8372059837089143,5,1,2,71,2.2005816248832093
哲学学院,0,23,0.8505026921282681,9,0,5,95,3.026793690528245
数学科学学院,1,20,0.7735093606641888,5,1,7,85,2.3796994445958943
统计学院,1,24,0.7369130850665289,7,0,6,87,2.454880970569442
地理科学学部,1,29,0.6850705717979505,4,0,16,75,2.446018600065733
哲学学院,1,26,0.8415951015329035,9,1,15,61,2.5535800633239836
数学科学学院,1,20,0.9818246981392952,9,0,16,85,3.1676684721948574
外国语言文学学院,0,23,0.7439163816369612,7,0,12,63,1.9440775621411202
经济与工商管理学院,1,25,0.9532627554648216,2,1,3,88,2.9889558048347986
生命科学学院,1,30,0.6595105251388999,6,1,9,75,2.358698722454373
新闻传播学院,1,31,0.9744504083527203,0,0,15,81,3.192348443120909
社会学院,1,28,0.7401945135592306,3,0,18,65,2.3825594235598864
统计学院,0,30,0.7518908846373382,4,0,6,87,2.875986155941908
环境学院,0,27,0.7851369028137313,6,1,17,70,2.377013139543411
历史学院,0,21,0.88729770797906,5,0,12,80,2.320712350384748
数学科学学院,0,30,0.887861373475614,5,0,3,85,2.98132003080822
体育与运动学院,0,22,0.7918354338878661,1,0,17,98,3.1038397327461666
经济与工商管理学院,1,29,0.8092611597255743,1,1,15,81,3.0970197125438292
法学院,0,24,0.6120041951096564,1,0,17,89,2.8928124626962894
统计学院,0,30,0.7217186806233302,9,0,15,89,2.9705214581326755
统计学院,1,26,0.7384068296922438,7,1,8,92,2.545791065577079
政府管理学院,1,22,0.8234909074903037,6,0,1,99,2.859787188731961
历史学院,0,31,0.8233199069485218,0,1,5,89,3.1113575988339663
新闻传播学院,0,26,0.8839599190911492,8,0,5,96,3.5423420179305207
人工智能学院,1,24,0.8868109184872324,7,1,5,89,3.028924069992263
数学科学学院,0,29,0.6940842896848332,8,1,13,85,2.890949565928315
经济与工商管理学院,1,25,0.9080748604419299,3,0,10,65,2.1819349375239345
统计学院,1,25,0.6078414272185128,4,0,16,63,1.73542875922765
艺术与传媒学院,0,30,0.8864647538426882,4,1,3,74,2.7584654991958715
物理与天文学院,0,30,0.6408244414077692,8,1,3,95,2.763229173668353
教育学部,0,31,0.8918592833684875,7,0,18,62,2.693275397066423
哲学学院,1,23,0.8108472362273618,9,0,15,75,2.6643020588397204
地理科学学部,1,31,0.7749018002732369,5,1,7,75,2.1472920816608534
马克思主义学院,0,27,0.8762665559045716,9,0,18,99,3.9101641364770323
数学科学学院,0,28,0.614548333498893,9,0,19,86,2.9244207721163367
文学院,0,21,0.6893881302702314,0,0,0,65,1.0
社会学院,1,28,0.8465760569870616,6,0,3,80,2.1366851478639655
艺术与传媒学院,1,30,0.9388861626523272,8,1,11,72,2.7614328654797533
心理学部,1,31,0.7524430547780467,3,0,18,68,2.580714980902231
马克思主义学院,0,23,0.7035045890534228,3,0,1,67,1.3430298774130118
体育与运动学院,1,25,0.8074945743155977,4,1,5,87,2.471774227887795
社会学院,1,26,0.8489261009547365,7,1,19,78,3.180930293343893
文学院,0,23,0.7680412125622986,4,0,2,88,2.3691482747213914
哲学学院,1,27,0.950684273063902,3,0,2,90,3.4284232718294354
历史学院,0,29,0.8093754835440053,7,1,0,92,2.721771048863364
文学院,1,27,0.614329435028234,4,0,8,65,1.2900846848166614
人工智能学院,0,20,0.6892215818824762,7,1,6,63,1.4196403489664111
经济与工商管理学院,0,27,0.7802588123671258,0,0,8,75,2.293598182437511
文学院,1,29,0.8790902076067733,2,0,0,62,1.3877181294244791
社会学院,0,31,0.6879008975170355,6,0,7,84,2.331563996456075
体育与运动学院,1,22,0.9905029758869685,0,0,17,76,2.6118523199370713
教育学部,0,24,0.7274233032752334,4,0,2,81,1.7398775841883525
艺术与传媒学院,0,29,0.8129920827442354,5,0,16,77,3.101726147873112
人工智能学院,0,27,0.6075865538924164,0,1,6,91,2.304960441600264
历史学院,1,30,0.9539562885723217,6,0,10,77,3.0951697469754373
心理学部,0,25,0.9155338614100734,8,0,4,85,2.5750645837821433
社会学院,0,23,0.6781832017182371,8,0,12,84,2.2290591104431896
体育与运动学院,1,23,0.9732946764959371,2,0,10,87,3.024662245800441
外国语言文学学院,0,31,0.7263359055189619,3,1,2,99,2.9066996897008335
统计学院,0,23,0.8768745153520467,0,1,12,82,2.771651531387724
人工智能学院,0,25,0.9275905272066399,3,0,19,67,3.0130884181469635
马克思主义学院,0,26,0.8963657844948723,4,0,5,72,1.9947109730646826
生命科学学院,1,24,0.9670331136119364,6,1,14,69,2.7182877201745073
人工智能学院,0,29,0.9457099041362834,4,0,1,62,1.9485164767092498
体育与运动学院,0,27,0.997844605636644,7,0,1,69,2.3438637846060977
教育学部,1,26,0.6730445650304582,6,1,13,74,2.263023209254631
化学学院,0,27,0.72190472049068,0,1,1,83,1.9660006943144643
体育与运动学院,0,23,0.8544903469726519,1,0,4,69,1.7546960537482272
经济与工商管理学院,1,27,0.8932188743566334,6,0,15,80,3.2240115912454312
文学院,1,25,0.8138420218222837,2,1,7,97,2.8399977820621776
哲学学院,1,22,0.6295713459546459,1,1,7,98,2.4714195557671697
物理与天文学院,1,27,0.9366380907201528,8,0,10,87,3.401106988963602
地理科学学部,0,26,0.9843497424085088,9,0,12,61,2.5824452582493658
环境学院,1,29,0.7622067375305579,7,1,14,63,2.6093478472742726
历史学院,0,24,0.6899249926795384,7,0,3,62,1.2696435168461169
政府管理学院,1,30,0.607725501984835,2,1,7,91,2.5668311934462515
艺术与传媒学院,0,23,0.6949196144374341,9,1,15,93,2.850421640898803
生命科学学院,1,20,0.8799675099353689,8,1,15,75,2.870481928669186
地理科学学部,1,29,0.9646357550690922,7,0,9,63,2.883136178720766
物理与天文学院,0,22,0.6374052265727063,1,1,1,77,1.351349384485591
新闻传播学院,1,21,0.821303674864772,6,1,17,87,2.636949043677724
文学院,1,27,0.8782124994047329,7,0,15,65,2.7731199708011083
新闻传播学院,1,27,0.7105523284425075,6,1,3,60,1.6478201958623697
艺术与传媒学院,0,31,0.8279588156681208,8,1,19,75,3.325772554716288
马克思主义学院,1,24,0.8860993704023091,6,0,18,96,3.59116292425386
数学科学学院,1,24,0.9350876972541508,6,1,7,68,2.5360026416026473
体育与运动学院,0,30,0.7809999403279924,0,0,19,76,3.101644601334826
环境学院,0,23,0.8991428875675842,1,0,7,95,2.990755094665866
马克思主义学院,1,20,0.7207131886959399,4,1,13,93,2.9382603312087867
物理与天文学院,0,20,0.6852186987088634,0,1,15,90,2.3455932495067153
化学学院,0,25,0.6749254984362669,9,1,5,93,2.8543353984612057
新闻传播学院,0,23,0.7435490927302905,6,1,17,96,3.343167030194878
心理学部,1,23,0.6143518727155396,4,1,7,93,2.233444947958954
体育与运动学院,1,22,0.7131967350660999,4,0,18,96,3.1256517077944395
艺术与传媒学院,0,28,0.8608891297772913,7,0,3,60,1.9413863138740297
教育学部,1,22,0.8591676188640547,8,1,3,74,2.1351975592051975
体育与运动学院,0,27,0.6294215225965964,9,1,6,90,2.8882915003446694
文学院,1,21,0.7149662468322481,0,0,7,73,1.7786867754470055
历史学院,0,23,0.8278230658711687,9,1,8,93,2.793807831991926
社会学院,1,20,0.7274208550012411,3,1,0,60,1.0109898409618987
化学学院,0,30,0.7671952096755494,1,1,16,94,3.6247979067824305
人工智能学院,1,24,0.8851243028463056,8,0,6,70,2.3134263225608507
历史学院,1,21,0.603706731782652,8,0,19,76,2.0187856115278677
新闻传播学院,0,30,0.7105574176353722,0,0,9,64,1.9658044027203212
生命科学学院,1,20,0.6569488975140066,2,0,0,76,1.214021156924928
艺术与传媒学院,1,20,0.6510436731057967,9,1,17,77,2.091932593852614
数学科学学院,1,21,0.9836160865788988,7,1,13,84,3.2459509156275286
哲学学院,1,24,0.7506241326249671,1,1,18,94,3.408526019109508
人工智能学院,1,31,0.8108354339638559,1,0,17,75,2.711160968206448
化学学院,1,28,0.893528754827853,1,1,12,82,2.826970300114455
外国语言文学学院,1,25,0.61897898994402,4,0,6,99,2.673772142279052
政府管理学院,1,31,0.6964090554230793,8,1,1,80,2.312007776823221
政府管理学院,0,23,0.932859114937485,6,0,6,88,3.0299809767538455
教育学部,1,22,0.9447962452711525,6,1,9,95,3.3187640485205407
经济与工商管理学院,0,27,0.7491803682563208,1,1,16,69,2.8052977554173277
心理学部,1,22,0.7499446398607073,1,1,4,79,1.7551292020458125
统计学院,0,20,0.9027587508435527,4,1,8,66,2.0502950260278503
外国语言文学学院,1,23,0.7180280906999477,6,1,3,89,2.174498663124139
人工智能学院,0,30,0.6468376324559992,6,1,19,88,2.920606217812146
生命科学学院,0,24,0.7030141800962334,8,1,14,60,1.7906239753511926
历史学院,1,24,0.75493789265431,2,1,13,80,2.3996761578144072
新闻传播学院,0,24,0.6208818838380393,0,1,17,66,2.0991446026185794
体育与运动学院,1,27,0.7914721016800699,8,0,9,63,2.085389707466527
经济与工商管理学院,1,27,0.8960030051091114,0,0,15,98,3.459978525401928
哲学学院,0,31,0.8054980577921846,7,0,19,74,3.1224349767770603
化学学院,1,23,0.6287581362058028,4,0,9,93,2.2011016982617755
哲学学院,0,28,0.7760598525383834,7,0,8,61,1.8062984212165005
物理与天文学院,0,20,0.883561843217133,6,0,15,96,3.5474384931192344
马克思主义学院,1,24,0.623238661596076,8,1,4,62,1.2857376014570128
社会学院,1,24,0.6239388758907554,1,1,18,63,1.389562911199175
经济与工商管理学院,1,24,0.748240561272393,8,0,0,95,2.315798418340492
化学学院,1,27,0.6779855856494836,9,0,0,86,1.979318325378973
化学学院,1,28,0.9739123165233682,4,1,4,63,2.0463543709160437
马克思主义学院,0,22,0.8325374414958973,4,1,6,95,2.8732866091221236
艺术与传媒学院,0,28,0.7149301597623585,0,1,14,78,2.6804078087682193
法学院,1,30,0.8819106916459802,5,1,10,93,3.426266894448988
环境学院,1,27,0.7499716205437316,9,0,11,75,2.341913566865469
政府管理学院,1,22,0.652846257751604,9,0,16,99,3.2799995090184355
新闻传播学院,0,21,0.6948928919374322,9,1,16,81,2.6145978012832343
环境学院,0,23,0.8570989137837502,9,0,16,91,3.27316078054319
体育与运动学院,0,31,0.6207504423987966,2,0,3,61,1.1388309806154489
人工智能学院,1,21,0.7090756160192255,9,1,1,76,1.5942281946802341
艺术与传媒学院,1,23,0.6833245910568698,2,1,9,82,2.322089533935507
法学院,0,24,0.6804540442706128,2,1,4,71,1.5740562159509714
社会学院,1,21,0.8731049647903883,3,1,9,72,2.5013323493432593
物理与天文学院,1,31,0.9303267667017459,8,0,9,69,2.8760634817768653
外国语言文学学院,0,27,0.8863466432257034,7,1,10,63,2.1272261593548913
生命科学学院,0,20,0.8582911263202049,5,1,9,66,1.5518744711856143
心理学部,1,22,0.9665807087271456,7,0,10,61,2.006574202576946
马克思主义学院,0,26,0.6233569521697188,7,1,5,74,1.4277386864701147
法学院,1,29,0.6669932343904963,0,1,9,95,2.624486981202588
生命科学学院,0,20,0.7657627422682128,8,0,7,68,1.6719440536609167
数学科学学院,0,30,0.7489806574015471,0,1,10,83,2.3810987508624164
环境学院,1,21,0.7672206411852089,1,1,19,65,2.2079810041319234
艺术与传媒学院,1,22,0.6825819620170824,8,0,18,66,1.9347928951423965
马克思主义学院,0,21,0.6598013262320913,6,1,6,75,1.8121581204014243
人工智能学院,1,21,0.8036772989831712,9,1,11,76,2.1997482929331498
环境学院,0,31,0.9712210096275175,0,0,5,89,3.313414504184956
社会学院,1,30,0.7567877849399668,2,0,11,67,2.0275824102397575
环境学院,0,25,0.6173412856478112,0,1,4,62,1.0
环境学院,0,26,0.8824669371558098,4,1,12,84,2.9047010257477854
经济与工商管理学院,0,25,0.71644196221087,3,1,16,88,2.8545922612074235
数学科学学院,1,30,0.6980380029219568,7,1,8,80,2.627859017782536
体育与运动学院,0,25,0.7297032002791848,8,0,19,65,2.041168403051969
哲学学院,0,28,0.8895262095631504,3,0,16,82,3.6397564069819106
哲学学院,0,27,0.9275277547481217,2,0,18,70,3.3130057925813707
文学院,0,27,0.8352224269355855,3,1,18,65,2.430558660038756
外国语言文学学院,1,25,0.7289915014878207,2,0,7,86,2.5113386299158016
外国语言文学学院,1,24,0.7241912932469112,5,1,7,86,2.1508693227062636
法学院,0,28,0.6497233399621852,0,1,14,72,1.7579880337366358
社会学院,0,31,0.9733204192940779,1,0,6,68,2.8634550986007206
化学学院,1,21,0.8552557595875279,7,0,5,67,1.9334589708903767
文学院,0,26,0.6107898479423456,2,0,15,86,2.4979163450947803
外国语言文学学院,1,25,0.8649468380746723,3,1,7,91,3.067820860565429
地理科学学部,0,26,0.7788613696774032,0,0,2,88,2.1176746006625202
历史学院,1,31,0.9890231852187678,2,1,9,92,3.655538786588583
体育与运动学院,0,23,0.9276275299225628,0,0,9,64,1.9833303683544115
历史学院,1,28,0.6685263015331192,9,1,18,97,3.239724403386889
人工智能学院,1,26,0.8880444475499465,4,0,1,68,2.085188136391261
生命科学学院,1,21,0.7942264015341054,0,1,8,72,1.708051295998168
经济与工商管理学院,0,23,0.6748180654679713,8,1,0,92,1.944436789425774
社会学院,1,24,0.8794959629319796,6,0,9,89,3.3076989840386157
教育学部,1,21,0.8189550314776981,7,1,17,84,3.2107159382241575
哲学学院,0,29,0.6121495515086282,8,0,0,65,1.2317416247587778
体育与运动学院,0,27,0.8586351802115304,9,1,11,98,3.3903193977442188
数学科学学院,0,20,0.8539948359449763,7,0,4,69,1.852544026455902
新闻传播学院,0,22,0.657634064420585,2,0,10,95,2.482184625839753
外国语言文学学院,1,20,0.7395950907986771,6,1,19,78,3.002632717593512
政府管理学院,0,24,0.834359588300416,6,0,13,70,2.6233211281098545
外国语言文学学院,0,27,0.6555132056426919,6,1,14,76,2.2885527588793004
教育学部,0,26,0.9410893511339026,7,1,1,61,2.160981442670723
数学科学学院,0,28,0.6109944185150815,3,0,3,66,1.529494746014169
马克思主义学院,0,21,0.641134965987742,5,0,18,90,2.3323838557233434
艺术与传媒学院,0,31,0.6464427679419537,1,1,12,90,2.9424735552263717
教育学部,0,27,0.8112428503900221,6,1,18,76,3.212300979854506
外国语言文学学院,1,27,0.8480456048674501,8,1,12,74,2.6658186637888934
马克思主义学院,1,25,0.7614963186005946,4,1,11,66,1.7182700383334821
统计学院,1,22,0.7154667310672664,3,1,1,89,2.6233869672028467
物理与天文学院,1,21,0.923726950250223,1,0,4,98,3.183400048882258
历史学院,1,27,0.6273143934905681,6,0,17,73,2.3556313281659182
环境学院,0,25,0.7121167444531167,1,1,18,90,2.567264311322602
环境学院,0,23,0.6156462315215883,1,1,2,68,1.0
心理学部,0,24,0.6055560539865071,8,1,3,68,1.719452907239634
物理与天文学院,0,24,0.7413519547728805,1,0,17,61,2.1151429506739925
外国语言文学学院,1,28,0.6779294649779728,9,0,11,81,2.514677639475061
环境学院,1,28,0.7073463419352986,2,0,2,75,1.6596663657813615
教育学部,0,27,0.9283788629819872,2,1,10,61,2.4876245575320395
地理科学学部,0,27,0.6651920384996886,1,0,13,74,2.0401775453869324
艺术与传媒学院,1,31,0.9120933468607204,9,0,2,65,2.238388554962435
体育与运动学院,1,21,0.8700202492585454,2,0,4,82,2.263656543426464
化学学院,1,22,0.730578210056333,8,0,6,87,2.4618758068571824
生命科学学院,0,27,0.8186224580705151,2,1,19,76,2.7068194736812474
人工智能学院,0,24,0.7777742439098155,4,1,16,95,3.4116528495452805
新闻传播学院,1,26,0.6513581261990661,6,0,18,78,2.3533469508774973
化学学院,1,27,0.9628741286936703,0,0,2,64,2.1435456862750537
经济与工商管理学院,0,25,0.827847187034304,0,1,0,82,1.9945873082013117
社会学院,0,24,0.9520960183181819,9,1,7,78,2.853236055341742
数学科学学院,0,27,0.9295306047253161,1,0,19,60,1.9578716205006579
新闻传播学院,0,20,0.6319103701237693,0,0,4,86,1.7882422793153274
数学科学学院,1,20,0.682908266407381,0,0,2,84,1.7695465349681976
体育与运动学院,1,20,0.6581044457499323,9,1,19,65,1.875311644284553
经济与工商管理学院,1,22,0.9323118131147675,3,0,16,95,3.2200947733451653
化学学院,0,29,0.944978650582081,9,1,12,76,2.9224488546199803
地理科学学部,0,31,0.8111886039233464,2,0,12,71,2.5242084266481113
生命科学学院,0,25,0.6416712290032027,0,0,3,84,1.5477544627527196
数学科学学院,1,25,0.6542466474172065,2,1,17,69,2.0443041057185813
化学学院,1,24,0.925419524975307,0,0,5,98,3.071790605013811
数学科学学院,1,26,0.9716760546117321,2,0,1,83,2.614938601905032
统计学院,0,24,0.6797902740442627,3,0,14,70,2.226290296438486
体育与运动学院,0,21,0.6044550305888692,7,0,1,83,1.8129643555672168
心理学部,1,23,0.7323811620603111,2,0,19,62,1.9753167091205366
心理学部,0,20,0.6121997558591525,2,1,19,99,3.046612530903121
政府管理学院,1,26,0.9311899664312152,8,0,15,79,3.279960043541797
哲学学院,1,23,0.7966049028905007,8,1,10,82,2.9187891494802276
法学院,1,23,0.8567443115052079,5,1,16,64,2.349119590713232
社会学院,1,23,0.7645939504546169,9,1,0,95,2.7418968697034556
社会学院,0,22,0.7382030188049927,3,1,12,72,2.4516895400221146
化学学院,0,27,0.6888801652304339,9,0,7,95,2.953065849218873
历史学院,0,23,0.9082130188152583,4,1,2,65,1.661509716055628
哲学学院,0,27,0.8782190337662117,8,1,13,61,2.3171045938430126
环境学院,0,28,0.7442915937984345,0,1,13,88,2.731334662981504
经济与工商管理学院,0,20,0.7284464537196732,6,1,13,64,1.8835360905292513
数学科学学院,1,23,0.6004971514594716,6,1,18,74,2.2538980676103795
社会学院,0,25,0.625420852018189,9,1,10,67,1.703040103759074
环境学院,0,27,0.849302209957054,0,1,11,93,3.484863735646752
地理科学学部,0,25,0.8058429240941847,0,0,0,96,2.400155466644364
历史学院,1,31,0.773921281794009,8,0,0,85,2.5511881873236746
心理学部,0,25,0.9310008963206634,6,0,13,68,2.4295383947646787
社会学院,1,29,0.8015592817611387,3,1,17,67,2.563280477080462
